brand_id;brand_name;sponsorship_deals;product_types;location;annual_revenue;contact_email;phone_number;website;
53;Erreà;Basketball Team;National Team;Tanzania;$10.9B;contact@erreà.com;872 513 547;https://www.erreà.com;
348;Masita;Basketball Team;Sportswear;Nigeria;$15.3B;contact@masita.com;909 457 406;https://www.masita.com;
483;Adidas;Football Club;Footwear;Kenya;$14.1B;contact@adidas.com;2 334 098 404;https://www.adidas.com;
969;Kappa;Football Club;Footwear;Tanzania;$35.8B;contact@kappa.com;2 159 742 554;https://www.kappa.com;
604;AY Sport;National Team;Footwear;Zambia;$46.3B;contact@ay sport.com;949 911 866;https://www.ay sport.com;
654;Le Coq Sportif;Football Club;Sportswear;Nigeria;$13.9B;contact@le coq sportif.com;485 264 379;https://www.le coq sportif.com;
609;Adidas;Basketball Team;Sportswear;Uganda;$43.5B;contact@adidas.com;2 294 901 847;https://www.adidas.com;
625;Puma;Basketball Team;Sportswear;Tunisia;$48.4B;contact@puma.com;1 498 927 797;https://www.puma.com;
799;Nike;National Team;Sportswear;Senegal;$35.0B;contact@nike.com;2 317 129 287;https://www.nike.com;
266;Kappa;Football Club;Footwear;South Africa;$9.7B;contact@kappa.com;1 352 836 315;https://www.kappa.com;
429;Puma;Basketball Team;Sportswear;Nigeria;$47.9B;contact@puma.com;1 275 487 810;https://www.puma.com;
758;Le Coq Sportif;National Team;National Team;South Africa;$23.8B;contact@le coq sportif.com;1 285 302 186;https://www.le coq sportif.com;
112;Puma;Football Club;Basketball;Nigeria;$16.8B;contact@puma.com;2 193 721 147;https://www.puma.com;
561;Adidas;Football Club;Footwear;Kenya;$23.5B;contact@adidas.com;744 604 900;https://www.adidas.com;
693;Puma;Football Club;Sportswear;Egypt;$32.2B;contact@puma.com;2 518 669 176;https://www.puma.com;
462;Kappa;National Team;Football Club;Nigeria;$47.1B;contact@kappa.com;433 822 357;https://www.kappa.com;
763;Adidas;Football Club;Basketball;Senegal;$14.6B;contact@adidas.com;2 163 031 875;https://www.adidas.com;
695;Erreà;Basketball Team;Footwear;Zambia;$6.8B;contact@erreà.com;2 233 925 335;https://www.erreà.com;
366;Kappa;Football Club;Football Club;Senegal;$41.7B;contact@kappa.com;2 515 246 633;https://www.kappa.com;
487;Puma;Football Club;Basketball;Tanzania;$45.4B;contact@puma.com;2 532 501 249;https://www.puma.com;
420;Nike;National Team;Football Club;Algeria;$8.3B;contact@nike.com;2 467 466 246;https://www.nike.com;
286;Adidas;Basketball Team;Sportswear;South Africa;$22.7B;contact@adidas.com;1 886 459 360;https://www.adidas.com;
413;Nike;Football Club;Footwear;Tanzania;$38.2B;contact@nike.com;2 476 425 659;https://www.nike.com;
321;Puma;Football Club;Footwear;South Africa;$26.2B;contact@puma.com;381 156 593;https://www.puma.com;
907;Kappa;National Team;Basketball;Nigeria;$42.7B;contact@kappa.com;1 457 116 935;https://www.kappa.com;
56;Puma;Basketball Team;Sportswear;Ghana;$21.5B;contact@puma.com;2 148 908 480;https://www.puma.com;
860;AY Sport;Football Club;Basketball;Algeria;$32.7B;contact@ay sport.com;677 577 228;https://www.ay sport.com;
330;Kappa;National Team;National Team;Senegal;$29.2B;contact@kappa.com;2 212 914 177;https://www.kappa.com;
317;AY Sport;Basketball Team;Football Club;Uganda;$24.3B;contact@ay sport.com;2 415 595 053;https://www.ay sport.com;
884;Erreà;Football Club;Footwear;Algeria;$25.1B;contact@erreà.com;548 689 497;https://www.erreà.com;
565;Le Coq Sportif;Football Club;Footwear;Tunisia;$11.0B;contact@le coq sportif.com;2 409 242 977;https://www.le coq sportif.com;
233;Kappa;Football Club;Football Club;Algeria;$39.0B;contact@kappa.com;2 354 144 240;https://www.kappa.com;
294;Masita;Basketball Team;National Team;South Africa;$47.2B;contact@masita.com;2 224 806 798;https://www.masita.com;
402;Kappa;Basketball Team;Basketball;Algeria;$26.5B;contact@kappa.com;1 072 462 518;https://www.kappa.com;
867;Nike;Basketball Team;National Team;Tunisia;$16.2B;contact@nike.com;223 752 655;https://www.nike.com;
750;Erreà;National Team;National Team;Kenya;$5.3B;contact@erreà.com;1 998 548 113;https://www.erreà.com;
83;Adidas;Basketball Team;Sportswear;Tanzania;$41.0B;contact@adidas.com;2 141 214 883;https://www.adidas.com;
195;AY Sport;Football Club;Basketball;Egypt;$7.3B;contact@ay sport.com;1 619 046 476;https://www.ay sport.com;
413;Puma;National Team;National Team;Egypt;$29.8B;contact@puma.com;2 206 716 934;https://www.puma.com;
976;Nike;National Team;Football Club;South Africa;$20.5B;contact@nike.com;1 009 275 307;https://www.nike.com;
796;Erreà;Basketball Team;Footwear;Tunisia;$45.8B;contact@erreà.com;471 577 466;https://www.erreà.com;
198;Le Coq Sportif;Football Club;Footwear;Zambia;$21.1B;contact@le coq sportif.com;502 558 236;https://www.le coq sportif.com;
368;Masita;Basketball Team;Football Club;South Africa;$40.1B;contact@masita.com;2 362 717 382;https://www.masita.com;
62;Masita;Basketball Team;National Team;Kenya;$37.0B;contact@masita.com;2 544 512 813;https://www.masita.com;
983;Erreà;Basketball Team;Basketball;Nigeria;$45.1B;contact@erreà.com;1 873 892 103;https://www.erreà.com;
779;Le Coq Sportif;Basketball Team;Football Club;Kenya;$35.6B;contact@le coq sportif.com;561 439 248;https://www.le coq sportif.com;
1000;Kappa;Football Club;Basketball;Egypt;$21.6B;contact@kappa.com;376 887 788;https://www.kappa.com;
235;Erreà;National Team;Footwear;Ghana;$46.3B;contact@erreà.com;1 377 515 594;https://www.erreà.com;
84;Le Coq Sportif;National Team;Footwear;South Africa;$38.1B;contact@le coq sportif.com;1 488 001 402;https://www.le coq sportif.com;
96;Adidas;National Team;National Team;Nigeria;$19.5B;contact@adidas.com;1 757 799 558;https://www.adidas.com;
924;Masita;National Team;Basketball;Tunisia;$14.6B;contact@masita.com;2 387 142 072;https://www.masita.com;
56;Masita;Football Club;Sportswear;Egypt;$47.2B;contact@masita.com;699 639 947;https://www.masita.com;
723;AY Sport;National Team;Footwear;Nigeria;$24.1B;contact@ay sport.com;1 651 564 906;https://www.ay sport.com;
924;Masita;National Team;Sportswear;Tunisia;$36.1B;contact@masita.com;1 072 341 589;https://www.masita.com;
253;Masita;Football Club;Sportswear;Senegal;$47.0B;contact@masita.com;581 633 634;https://www.masita.com;
282;Erreà;Football Club;Basketball;Zambia;$34.6B;contact@erreà.com;1 892 804 484;https://www.erreà.com;
455;Masita;Football Club;Footwear;Nigeria;$34.4B;contact@masita.com;292 487 789;https://www.masita.com;
887;Erreà;National Team;National Team;Algeria;$16.5B;contact@erreà.com;437 556 519;https://www.erreà.com;
102;Masita;Football Club;Sportswear;Algeria;$10.7B;contact@masita.com;2 171 321 722;https://www.masita.com;
797;Kappa;National Team;National Team;Tunisia;$37.3B;contact@kappa.com;431 108 257;https://www.kappa.com;
625;Kappa;National Team;Football Club;Tunisia;$11.7B;contact@kappa.com;2 558 901 857;https://www.kappa.com;
217;AY Sport;Basketball Team;Sportswear;Algeria;$22.5B;contact@ay sport.com;1 363 649 447;https://www.ay sport.com;
675;Adidas;National Team;Footwear;Nigeria;$18.0B;contact@adidas.com;768 501 934;https://www.adidas.com;
359;Adidas;Football Club;Sportswear;Tanzania;$27.9B;contact@adidas.com;474 043 923;https://www.adidas.com;
378;AY Sport;Basketball Team;National Team;South Africa;$22.1B;contact@ay sport.com;2 496 214 817;https://www.ay sport.com;
466;Kappa;Football Club;Footwear;Senegal;$15.3B;contact@kappa.com;928 815 245;https://www.kappa.com;
842;Le Coq Sportif;Football Club;Football Club;Senegal;$35.7B;contact@le coq sportif.com;1 533 502 134;https://www.le coq sportif.com;
578;Le Coq Sportif;Football Club;Basketball;Zambia;$36.2B;contact@le coq sportif.com;2 261 613 554;https://www.le coq sportif.com;
376;Masita;Football Club;National Team;Uganda;$10.8B;contact@masita.com;2 067 894 194;https://www.masita.com;
322;Le Coq Sportif;Basketball Team;Basketball;Tunisia;$45.0B;contact@le coq sportif.com;2 365 547 443;https://www.le coq sportif.com;
72;Masita;Basketball Team;Football Club;Kenya;$46.7B;contact@masita.com;297 804 249;https://www.masita.com;
717;Erreà;Basketball Team;Basketball;Kenya;$23.7B;contact@erreà.com;912 078 871;https://www.erreà.com;
286;Puma;Basketball Team;Sportswear;Ghana;$38.9B;contact@puma.com;2 019 277 088;https://www.puma.com;
301;Kappa;Basketball Team;Footwear;Tanzania;$45.9B;contact@kappa.com;1 419 299 328;https://www.kappa.com;
534;Kappa;Football Club;Basketball;Kenya;$46.8B;contact@kappa.com;2 466 617 491;https://www.kappa.com;
526;AY Sport;Football Club;Basketball;Senegal;$19.6B;contact@ay sport.com;1 611 385 794;https://www.ay sport.com;
294;AY Sport;Basketball Team;National Team;Tunisia;$19.9B;contact@ay sport.com;1 165 373 266;https://www.ay sport.com;
689;Puma;Basketball Team;National Team;Kenya;$16.4B;contact@puma.com;1 916 626 887;https://www.puma.com;
841;Puma;National Team;Basketball;Tanzania;$44.1B;contact@puma.com;317 307 694;https://www.puma.com;
803;AY Sport;National Team;Basketball;Egypt;$11.3B;contact@ay sport.com;1 147 784 411;https://www.ay sport.com;
281;AY Sport;Football Club;Basketball;Tanzania;$17.6B;contact@ay sport.com;1 316 068 142;https://www.ay sport.com;
760;Le Coq Sportif;Basketball Team;Football Club;Tanzania;$49.5B;contact@le coq sportif.com;625 014 109;https://www.le coq sportif.com;
948;Masita;Basketball Team;National Team;Nigeria;$31.2B;contact@masita.com;779 913 771;https://www.masita.com;
146;Erreà;National Team;Sportswear;South Africa;$16.3B;contact@erreà.com;2 269 478 998;https://www.erreà.com;
644;Masita;Basketball Team;National Team;Senegal;$42.3B;contact@masita.com;2 221 382 318;https://www.masita.com;
364;Adidas;Basketball Team;Sportswear;Egypt;$15.8B;contact@adidas.com;433 756 524;https://www.adidas.com;
332;Erreà;Football Club;Basketball;Kenya;$9.9B;contact@erreà.com;773 919 836;https://www.erreà.com;
272;Puma;Basketball Team;Football Club;Algeria;$25.1B;contact@puma.com;483 983 989;https://www.puma.com;
802;Nike;Football Club;National Team;Tunisia;$22.3B;contact@nike.com;1 955 354 615;https://www.nike.com;
373;Nike;National Team;National Team;South Africa;$33.4B;contact@nike.com;2 461 271 565;https://www.nike.com;
955;Nike;Basketball Team;Footwear;Algeria;$14.7B;contact@nike.com;289 663 898;https://www.nike.com;
314;Le Coq Sportif;Football Club;Football Club;Tanzania;$30.5B;contact@le coq sportif.com;1 051 026 547;https://www.le coq sportif.com;
564;AY Sport;Basketball Team;Sportswear;Tanzania;$10.9B;contact@ay sport.com;748 526 171;https://www.ay sport.com;
640;Kappa;Football Club;Sportswear;South Africa;$27.7B;contact@kappa.com;704 408 642;https://www.kappa.com;
600;Puma;Football Club;Football Club;Uganda;$29.0B;contact@puma.com;511 093 363;https://www.puma.com;
195;Kappa;Basketball Team;Football Club;Nigeria;$22.9B;contact@kappa.com;525 779 249;https://www.kappa.com;
362;Nike;Basketball Team;Football Club;Egypt;$34.8B;contact@nike.com;2 317 007 523;https://www.nike.com;
1;Masita;Football Club;National Team;Nigeria;$38.0B;contact@masita.com;1 345 224 280;https://www.masita.com;
104;Adidas;Basketball Team;National Team;Egypt;$33.9B;contact@adidas.com;2 521 917 893;https://www.adidas.com;
207;Nike;National Team;Sportswear;Kenya;$42.0B;contact@nike.com;992 884 641;https://www.nike.com;
314;Erreà;Football Club;National Team;Uganda;$30.3B;contact@erreà.com;2 334 187 892;https://www.erreà.com;
779;Kappa;Basketball Team;Basketball;Uganda;$38.2B;contact@kappa.com;1 495 373 026;https://www.kappa.com;
939;Adidas;National Team;Sportswear;Algeria;$46.9B;contact@adidas.com;1 541 463 529;https://www.adidas.com;
286;Le Coq Sportif;Basketball Team;Footwear;Uganda;$12.6B;contact@le coq sportif.com;369 657 445;https://www.le coq sportif.com;
442;Adidas;Football Club;Footwear;Algeria;$35.2B;contact@adidas.com;1 139 309 423;https://www.adidas.com;
397;Erreà;Football Club;Footwear;Kenya;$48.2B;contact@erreà.com;1 854 537 220;https://www.erreà.com;
415;Masita;Football Club;National Team;Senegal;$49.4B;contact@masita.com;763 074 365;https://www.masita.com;
968;Puma;Football Club;Footwear;Kenya;$12.5B;contact@puma.com;451 879 307;https://www.puma.com;
784;Puma;Basketball Team;Basketball;Senegal;$24.2B;contact@puma.com;577 442 858;https://www.puma.com;
477;Erreà;National Team;National Team;Nigeria;$45.3B;contact@erreà.com;899 448 033;https://www.erreà.com;
516;Adidas;Football Club;Sportswear;Zambia;$29.8B;contact@adidas.com;2 533 166 455;https://www.adidas.com;
