id,ranking,club name,country,league,stadium,formation_preference,playing_style,market_budget,salary_budget,transfer_history,avg_transfer_fee_paid,avg_contract_length,verified_status,recruitment_priority,scouting_focus,profile_rating,sponsorship_deals,social_media_links
C-285,1068,Katsina United,Nigeria,Nigeria National League,Moshood Abiola National Stadium,'4-1-3-2',Defensive Structure,1149461000.0,459784400.0,"{""last_5_transfers"": [{""year"": 2023, ""player"": ""Player_886"", ""fee"": 4420697.71, ""type"": ""Out""}, {""year"": 2022, ""player"": ""Player_921"", ""fee"": 1889475.38, ""type"": ""Out""}, {""year"": 2021, ""player"": ""Player_900"", ""fee"": 1081386.63, ""type"": ""In""}, {""year"": 2019, ""player"": ""Player_428"", ""fee"": 3415799.83, ""type"": ""In""}, {""year"": 2021, ""player"": ""Player_160"", ""fee"": 4286499.91, ""type"": ""In""}], ""total_spend"": 5477017.97, ""total_income"": 1082740.53}",960468.1599178172,4 years,True,Academy graduates,Established professionals,5.95,"{""kit_sponsor"": ""Joma"", ""main_sponsor"": ""Carrefour"", ""value"": ""925997 TND"", ""duration"": ""4 years""}","{""facebook"": ""facebook.com/club_7007"", ""twitter"": ""twitter.com/club_2064"", ""instagram"": ""instagram.com/club_9123""}"
C-286,1886,KCCA FC,Togo,Togolese Championnat National,Stade de Kegue,'4-4-2',Possession Control,1849864000.0,739945600.0,"{""last_5_transfers"": [{""year"": 2020, ""player"": ""Player_536"", ""fee"": 2245994.78, ""type"": ""Out""}, {""year"": 2019, ""player"": ""Player_648"", ""fee"": 1970820.2, ""type"": ""In""}, {""year"": 2024, ""player"": ""Player_552"", ""fee"": 3181110.76, ""type"": ""In""}, {""year"": 2022, ""player"": ""Player_614"", ""fee"": 696221.95, ""type"": ""Out""}, {""year"": 2019, ""player"": ""Player_424"", ""fee"": 501266.81, ""type"": ""Out""}], ""total_spend"": 8524453.4, ""total_income"": 2403353.41}",222207.87235935847,2 years,True,Proven professionals,South American prospects,9.59,"{""kit_sponsor"": ""Nike"", ""main_sponsor"": ""Pepsi"", ""value"": ""791189 TND"", ""duration"": ""5 years""}","{""facebook"": ""facebook.com/club_7480"", ""twitter"": ""twitter.com/club_8226"", ""instagram"": ""instagram.com/club_7761""}"
C-287,1383,Khroub,Algeria,Ligue Professionnelle 1,Stade 5 Juillet 1962,'4-3-1-2',North African Technical,319596000.0,127838400.0,"{""last_5_transfers"": [{""year"": 2023, ""player"": ""Player_866"", ""fee"": 846979.86, ""type"": ""In""}, {""year"": 2019, ""player"": ""Player_545"", ""fee"": 3095378.08, ""type"": ""In""}, {""year"": 2020, ""player"": ""Player_220"", ""fee"": 2281069.01, ""type"": ""In""}, {""year"": 2020, ""player"": ""Player_957"", ""fee"": 1268868.05, ""type"": ""In""}, {""year"": 2022, ""player"": ""Player_878"", ""fee"": 4382691.53, ""type"": ""In""}], ""total_spend"": 8096317.21, ""total_income"": 1410859.76}",850658.3319431094,4 years,False,Local talent,Local academy,2.82,"{""kit_sponsor"": ""Kappa"", ""main_sponsor"": ""Carrefour"", ""value"": ""311737 TND"", ""duration"": ""3 years""}","{""facebook"": ""facebook.com/club_8249"", ""twitter"": ""twitter.com/club_9952"", ""instagram"": ""instagram.com/club_3311""}"
C-288,1953,Kiglon,Zimbabwe,Zimbabwe Premier Soccer League,National Sports Stadium,'3-3-3-1',Low Block Counter,18322257000.0,7328902800.0,"{""last_5_transfers"": [{""year"": 2022, ""player"": ""Player_44"", ""fee"": 4158106.28, ""type"": ""In""}, {""year"": 2023, ""player"": ""Player_146"", ""fee"": 3995903.97, ""type"": ""In""}, {""year"": 2019, ""player"": ""Player_491"", ""fee"": 1768250.66, ""type"": ""In""}, {""year"": 2024, ""player"": ""Player_239"", ""fee"": 1203730.53, ""type"": ""In""}, {""year"": 2019, ""player"": ""Player_412"", ""fee"": 1531905.16, ""type"": ""In""}], ""total_spend"": 4966593.58, ""total_income"": 7484011.21}",504775.4857980073,4 years,False,Local talent,South American prospects,4.85,"{""kit_sponsor"": ""Umbro"", ""main_sponsor"": ""Audi"", ""value"": ""320445 TND"", ""duration"": ""4 years""}","{""facebook"": ""facebook.com/club_7771"", ""twitter"": ""twitter.com/club_8862"", ""instagram"": ""instagram.com/club_4213""}"
C-289,1960,King Faisal,Ghana,Division One League,Baba Yara Stadium,'5-3-2',Possession-based,60555000.0,24222000.0,"{""last_5_transfers"": [{""year"": 2023, ""player"": ""Player_401"", ""fee"": 3113865.22, ""type"": ""In""}, {""year"": 2019, ""player"": ""Player_568"", ""fee"": 1081683.59, ""type"": ""In""}, {""year"": 2021, ""player"": ""Player_428"", ""fee"": 480436.08, ""type"": ""In""}, {""year"": 2024, ""player"": ""Player_459"", ""fee"": 852807.05, ""type"": ""Out""}, {""year"": 2019, ""player"": ""Player_46"", ""fee"": 3672131.92, ""type"": ""In""}], ""total_spend"": 5911841.26, ""total_income"": 2753130.53}",407629.2413182543,2 years,False,International players,Local academy,7.27,"{""kit_sponsor"": ""Nike"", ""main_sponsor"": ""Turkish Airlines"", ""value"": ""919277 TND"", ""duration"": ""2 years""}","{""facebook"": ""facebook.com/club_5118"", ""twitter"": ""twitter.com/club_6306"", ""instagram"": ""instagram.com/club_6283""}"
C-290,2603,Kitwe United,Zambia,Zambian Premier League,National Heroes Stadium,'4-2-2-2',Southern African Mix,102187000.0,40874800.0,"{""last_5_transfers"": [{""year"": 2023, ""player"": ""Player_928"", ""fee"": 4701562.67, ""type"": ""Out""}, {""year"": 2019, ""player"": ""Player_50"", ""fee"": 1219181.77, ""type"": ""Out""}, {""year"": 2024, ""player"": ""Player_304"", ""fee"": 3231256.31, ""type"": ""Out""}, {""year"": 2023, ""player"": ""Player_937"", ""fee"": 1518987.45, ""type"": ""In""}, {""year"": 2019, ""player"": ""Player_718"", ""fee"": 2071625.91, ""type"": ""Out""}], ""total_spend"": 9675063.54, ""total_income"": 2478865.73}",962432.8043907898,2 years,False,Local talent,Asian market,2.92,"{""kit_sponsor"": ""Under Armour"", ""main_sponsor"": ""Shell"", ""value"": ""540767 TND"", ""duration"": ""1 years""}","{""facebook"": ""facebook.com/club_7933"", ""twitter"": ""twitter.com/club_5899"", ""instagram"": ""instagram.com/club_7733""}"
C-291,2506,Konkola Blades,Zambia,Zambian Premier League,National Heroes Stadium,'4-2-2-2',Physical Power Play,56248000.0,22499200.0,"{""last_5_transfers"": [{""year"": 2019, ""player"": ""Player_281"", ""fee"": 4192813.95, ""type"": ""In""}, {""year"": 2022, ""player"": ""Player_990"", ""fee"": 4774992.11, ""type"": ""Out""}, {""year"": 2019, ""player"": ""Player_87"", ""fee"": 3094056.98, ""type"": ""In""}, {""year"": 2021, ""player"": ""Player_65"", ""fee"": 3387812.38, ""type"": ""In""}, {""year"": 2023, ""player"": ""Player_899"", ""fee"": 1568364.54, ""type"": ""In""}], ""total_spend"": 4541274.88, ""total_income"": 1373828.88}",143683.82171776454,2 years,True,International players,Local academy,7.31,"{""kit_sponsor"": ""Kappa"", ""main_sponsor"": ""Coca-Cola"", ""value"": ""747997 TND"", ""duration"": ""5 years""}","{""facebook"": ""facebook.com/club_6690"", ""twitter"": ""twitter.com/club_7918"", ""instagram"": ""instagram.com/club_5128""}"
C-292,2489,Konkola Mine Police,Zambia,Zambian Premier League,National Heroes Stadium,'5-3-2',Total Football,60782000.0,24312800.0,"{""last_5_transfers"": [{""year"": 2020, ""player"": ""Player_537"", ""fee"": 4790053.52, ""type"": ""Out""}, {""year"": 2020, ""player"": ""Player_932"", ""fee"": 176849.45, ""type"": ""In""}, {""year"": 2020, ""player"": ""Player_133"", ""fee"": 1207338.92, ""type"": ""Out""}, {""year"": 2022, ""player"": ""Player_668"", ""fee"": 1203130.51, ""type"": ""Out""}, {""year"": 2024, ""player"": ""Player_342"", ""fee"": 1081594.91, ""type"": ""Out""}], ""total_spend"": 3537011.53, ""total_income"": 4710671.2}",467736.5659599951,2 years,True,Experienced players,Asian market,4.68,"{""kit_sponsor"": ""Local Brand"", ""main_sponsor"": ""Al Baraka Bank"", ""value"": ""855762 TND"", ""duration"": ""5 years""}","{""facebook"": ""facebook.com/club_3516"", ""twitter"": ""twitter.com/club_6956"", ""instagram"": ""instagram.com/club_7306""}"
C-293,827,Kwara United,Nigeria,Nigeria National League,Moshood Abiola National Stadium,'4-3-2-1',Quick Counter-attacks,1856856000.0,742742400.0,"{""last_5_transfers"": [{""year"": 2023, ""player"": ""Player_651"", ""fee"": 2666812.6, ""type"": ""In""}, {""year"": 2021, ""player"": ""Player_876"", ""fee"": 859742.57, ""type"": ""Out""}, {""year"": 2023, ""player"": ""Player_435"", ""fee"": 2634207.62, ""type"": ""Out""}, {""year"": 2024, ""player"": ""Player_509"", ""fee"": 2386304.94, ""type"": ""Out""}, {""year"": 2024, ""player"": ""Player_573"", ""fee"": 2859863.4, ""type"": ""In""}], ""total_spend"": 8852437.69, ""total_income"": 4453269.64}",464758.01412715774,2 years,False,Proven professionals,Established professionals,5.85,"{""kit_sponsor"": ""Umbro"", ""main_sponsor"": ""Samsung"", ""value"": ""306503 TND"", ""duration"": ""1 years""}","{""facebook"": ""facebook.com/club_1302"", ""twitter"": ""twitter.com/club_3789"", ""instagram"": ""instagram.com/club_1305""}"
C-294,897,Lamontville Golden Arrows,South Africa,National First Division,FNB Stadium,'4-2-3-1',Quick Counter-attacks,90238000.0,36095200.0,"{""last_5_transfers"": [{""year"": 2022, ""player"": ""Player_250"", ""fee"": 3277139.27, ""type"": ""Out""}, {""year"": 2023, ""player"": ""Player_508"", ""fee"": 2142131.01, ""type"": ""Out""}, {""year"": 2024, ""player"": ""Player_426"", ""fee"": 2029463.97, ""type"": ""In""}, {""year"": 2020, ""player"": ""Player_862"", ""fee"": 2306591.56, ""type"": ""In""}, {""year"": 2021, ""player"": ""Player_286"", ""fee"": 1653044.16, ""type"": ""Out""}], ""total_spend"": 5328809.26, ""total_income"": 6529199.22}",673488.952123384,4 years,True,Local talent,Local academy,7.81,"{""kit_sponsor"": ""Hummel"", ""main_sponsor"": ""Soci\u00e9t\u00e9 G\u00e9n\u00e9rale"", ""value"": ""173018 TND"", ""duration"": ""4 years""}","{""facebook"": ""facebook.com/club_7843"", ""twitter"": ""twitter.com/club_8813"", ""instagram"": ""instagram.com/club_8215""}"
C-295,1661,Lausanne,Cameroon,Elite Two,Olembe Stadium,'5-4-1',West African Power,823305000.0,329322000.0,"{""last_5_transfers"": [{""year"": 2023, ""player"": ""Player_586"", ""fee"": 393734.77, ""type"": ""In""}, {""year"": 2021, ""player"": ""Player_456"", ""fee"": 3069210.14, ""type"": ""In""}, {""year"": 2021, ""player"": ""Player_550"", ""fee"": 775810.05, ""type"": ""In""}, {""year"": 2024, ""player"": ""Player_315"", ""fee"": 4723938.03, ""type"": ""In""}, {""year"": 2022, ""player"": ""Player_44"", ""fee"": 3782508.48, ""type"": ""In""}], ""total_spend"": 6469709.27, ""total_income"": 1919689.68}",771751.02198128,3 years,False,Young prospects,South American prospects,7.84,"{""kit_sponsor"": ""Mizuno"", ""main_sponsor"": ""Magasin G\u00e9n\u00e9ral"", ""value"": ""185698 TND"", ""duration"": ""3 years""}","{""facebook"": ""facebook.com/club_6922"", ""twitter"": ""twitter.com/club_6184"", ""instagram"": ""instagram.com/club_9475""}"
C-296,1274,Legon Cities FC,Ghana,Division One League,Baba Yara Stadium,'4-5-1',West African Power,14119000.0,5647600.0,"{""last_5_transfers"": [{""year"": 2020, ""player"": ""Player_673"", ""fee"": 1798236.27, ""type"": ""In""}, {""year"": 2024, ""player"": ""Player_77"", ""fee"": 4251900.75, ""type"": ""In""}, {""year"": 2022, ""player"": ""Player_38"", ""fee"": 4256499.13, ""type"": ""In""}, {""year"": 2020, ""player"": ""Player_582"", ""fee"": 166740.34, ""type"": ""Out""}, {""year"": 2023, ""player"": ""Player_675"", ""fee"": 4872353.27, ""type"": ""In""}], ""total_spend"": 8367496.11, ""total_income"": 1721519.73}",794092.1634642845,3 years,False,Local talent,Young talents,7.6,"{""kit_sponsor"": ""Joma"", ""main_sponsor"": ""Huawei"", ""value"": ""790961 TND"", ""duration"": ""3 years""}","{""facebook"": ""facebook.com/club_6321"", ""twitter"": ""twitter.com/club_1111"", ""instagram"": ""instagram.com/club_8113""}"
C-297,1935,Lengthens,Zimbabwe,Zimbabwe Premier Soccer League,National Sports Stadium,'3-4-2-1',Low Block Counter,24346206000.0,9738482400.0,"{""last_5_transfers"": [{""year"": 2021, ""player"": ""Player_461"", ""fee"": 2588549.81, ""type"": ""In""}, {""year"": 2023, ""player"": ""Player_970"", ""fee"": 2189285.85, ""type"": ""Out""}, {""year"": 2019, ""player"": ""Player_348"", ""fee"": 1076518.52, ""type"": ""Out""}, {""year"": 2024, ""player"": ""Player_425"", ""fee"": 4308000.5, ""type"": ""In""}, {""year"": 2024, ""player"": ""Player_754"", ""fee"": 1212102.88, ""type"": ""In""}], ""total_spend"": 7177080.32, ""total_income"": 7695670.18}",332892.5811501461,3 years,False,Experienced players,Established professionals,1.21,"{""kit_sponsor"": ""Macron"", ""main_sponsor"": ""Pepsi"", ""value"": ""734694 TND"", ""duration"": ""1 years""}","{""facebook"": ""facebook.com/club_6537"", ""twitter"": ""twitter.com/club_2166"", ""instagram"": ""instagram.com/club_8925""}"
C-298,1472,Liberty Professionals,Ghana,Ghana Premier League,Baba Yara Stadium,'4-2-2-2',Technical Dribbling,34096000.0,13638400.0,"{""last_5_transfers"": [{""year"": 2023, ""player"": ""Player_114"", ""fee"": 476297.66, ""type"": ""In""}, {""year"": 2020, ""player"": ""Player_490"", ""fee"": 2452724.11, ""type"": ""In""}, {""year"": 2023, ""player"": ""Player_534"", ""fee"": 4102152.25, ""type"": ""In""}, {""year"": 2022, ""player"": ""Player_564"", ""fee"": 2782110.34, ""type"": ""In""}, {""year"": 2019, ""player"": ""Player_250"", ""fee"": 2100442.65, ""type"": ""Out""}], ""total_spend"": 4504850.32, ""total_income"": 2978246.31}",891214.0546626782,3 years,True,Local talent,Under-23 talents,4.11,"{""kit_sponsor"": ""New Balance"", ""main_sponsor"": ""Samsung"", ""value"": ""746067 TND"", ""duration"": ""2 years""}","{""facebook"": ""facebook.com/club_1506"", ""twitter"": ""twitter.com/club_8698"", ""instagram"": ""instagram.com/club_9778""}"
C-299,1995,Liga Muculmana,Mozambique,Mocambola,Estadio do Zimpeto,'3-3-3-1',Quick Counter-attacks,130966000.0,52386400.0,"{""last_5_transfers"": [{""year"": 2021, ""player"": ""Player_46"", ""fee"": 1485287.04, ""type"": ""Out""}, {""year"": 2022, ""player"": ""Player_615"", ""fee"": 3471309.93, ""type"": ""In""}, {""year"": 2023, ""player"": ""Player_613"", ""fee"": 2788859.86, ""type"": ""In""}, {""year"": 2021, ""player"": ""Player_325"", ""fee"": 1396870.43, ""type"": ""In""}, {""year"": 2020, ""player"": ""Player_688"", ""fee"": 2257697.56, ""type"": ""Out""}], ""total_spend"": 1342666.16, ""total_income"": 5092088.85}",829988.9346500428,2 years,False,International players,African talents,6.64,"{""kit_sponsor"": ""Under Armour"", ""main_sponsor"": ""Turkish Airlines"", ""value"": ""523577 TND"", ""duration"": ""1 years""}","{""facebook"": ""facebook.com/club_2100"", ""twitter"": ""twitter.com/club_6694"", ""instagram"": ""instagram.com/club_5350""}"
C-300,2477,Lime Hotspurs,Zambia,Zambian Premier League,National Heroes Stadium,'4-1-4-1',High Press,80024000.0,32009600.0,"{""last_5_transfers"": [{""year"": 2021, ""player"": ""Player_750"", ""fee"": 844464.18, ""type"": ""In""}, {""year"": 2020, ""player"": ""Player_940"", ""fee"": 2120795.97, ""type"": ""Out""}, {""year"": 2023, ""player"": ""Player_23"", ""fee"": 3305160.2, ""type"": ""In""}, {""year"": 2024, ""player"": ""Player_443"", ""fee"": 3646812.01, ""type"": ""Out""}, {""year"": 2023, ""player"": ""Player_980"", ""fee"": 1407622.35, ""type"": ""Out""}], ""total_spend"": 8375538.12, ""total_income"": 895373.79}",133161.04277571407,3 years,False,Experienced players,South American prospects,2.07,"{""kit_sponsor"": ""Local Brand"", ""main_sponsor"": ""Coca-Cola"", ""value"": ""840734 TND"", ""duration"": ""1 years""}","{""facebook"": ""facebook.com/club_5497"", ""twitter"": ""twitter.com/club_9456"", ""instagram"": ""instagram.com/club_5034""}"
C-301,1691,Lion Blesse,Cameroon,Elite One,Olembe Stadium,'3-5-2',Southern African Mix,1823871000.0,729548400.0,"{""last_5_transfers"": [{""year"": 2023, ""player"": ""Player_371"", ""fee"": 3614464.49, ""type"": ""Out""}, {""year"": 2020, ""player"": ""Player_137"", ""fee"": 4137959.5, ""type"": ""Out""}, {""year"": 2024, ""player"": ""Player_375"", ""fee"": 1701738.69, ""type"": ""Out""}, {""year"": 2020, ""player"": ""Player_989"", ""fee"": 4619787.65, ""type"": ""In""}, {""year"": 2020, ""player"": ""Player_671"", ""fee"": 4302444.72, ""type"": ""Out""}], ""total_spend"": 3736071.62, ""total_income"": 7600908.97}",410337.3352759927,2 years,False,International players,African talents,8.85,"{""kit_sponsor"": ""Hummel"", ""main_sponsor"": ""BMW"", ""value"": ""483181 TND"", ""duration"": ""3 years""}","{""facebook"": ""facebook.com/club_9817"", ""twitter"": ""twitter.com/club_3932"", ""instagram"": ""instagram.com/club_1816""}"
C-302,2102,LLB Academic,Burundi,Burundi Premier League,Stade Prince Louis Rwagasore,'3-5-1-1',East African Speed,3201461000.0,1280584400.0,"{""last_5_transfers"": [{""year"": 2024, ""player"": ""Player_694"", ""fee"": 2268644.44, ""type"": ""Out""}, {""year"": 2023, ""player"": ""Player_719"", ""fee"": 2862064.38, ""type"": ""In""}, {""year"": 2019, ""player"": ""Player_535"", ""fee"": 740707.45, ""type"": ""In""}, {""year"": 2024, ""player"": ""Player_88"", ""fee"": 733298.37, ""type"": ""Out""}, {""year"": 2020, ""player"": ""Player_217"", ""fee"": 2819621.06, ""type"": ""In""}], ""total_spend"": 1704107.17, ""total_income"": 7093135.77}",638461.3584894416,2 years,True,Local talent,Local academy,0.54,"{""kit_sponsor"": ""Under Armour"", ""main_sponsor"": ""Coca-Cola"", ""value"": ""730650 TND"", ""duration"": ""2 years""}","{""facebook"": ""facebook.com/club_7550"", ""twitter"": ""twitter.com/club_4530"", ""instagram"": ""instagram.com/club_5071""}"
C-303,826,Lobi Stars,Nigeria,Nigeria National League,Moshood Abiola National Stadium,'4-1-4-1',Quick Counter-attacks,1418545000.0,567418000.0,"{""last_5_transfers"": [{""year"": 2019, ""player"": ""Player_626"", ""fee"": 3884121.52, ""type"": ""In""}, {""year"": 2020, ""player"": ""Player_277"", ""fee"": 1614781.97, ""type"": ""In""}, {""year"": 2020, ""player"": ""Player_504"", ""fee"": 4164506.82, ""type"": ""Out""}, {""year"": 2023, ""player"": ""Player_308"", ""fee"": 3181107.69, ""type"": ""In""}, {""year"": 2019, ""player"": ""Player_680"", ""fee"": 3608237.11, ""type"": ""In""}], ""total_spend"": 9399814.55, ""total_income"": 4109470.67}",661020.2931738563,4 years,True,International players,African talents,8.84,"{""kit_sponsor"": ""Adidas"", ""main_sponsor"": ""Danone"", ""value"": ""798857 TND"", ""duration"": ""5 years""}","{""facebook"": ""facebook.com/club_9921"", ""twitter"": ""twitter.com/club_7492"", ""instagram"": ""instagram.com/club_9824""}"
C-304,1543,LPTA Tozeur,Tunisia,Tunisian Ligue Professionnelle 1,Stade Olympique de Rades,'4-3-1-2',Possession-based,9440000.0,3776000.0,"{""last_5_transfers"": [{""year"": 2021, ""player"": ""Player_478"", ""fee"": 2700586.06, ""type"": ""In""}, {""year"": 2021, ""player"": ""Player_789"", ""fee"": 693604.54, ""type"": ""In""}, {""year"": 2021, ""player"": ""Player_929"", ""fee"": 4468071.21, ""type"": ""Out""}, {""year"": 2022, ""player"": ""Player_797"", ""fee"": 2893259.8, ""type"": ""Out""}, {""year"": 2019, ""player"": ""Player_549"", ""fee"": 4894667.3, ""type"": ""In""}], ""total_spend"": 8605413.22, ""total_income"": 4286800.22}",449426.04045086383,2 years,True,Experienced players,Under-23 talents,8.02,"{""kit_sponsor"": ""Adidas"", ""main_sponsor"": ""Mercedes"", ""value"": ""276253 TND"", ""duration"": ""2 years""}","{""facebook"": ""facebook.com/club_9429"", ""twitter"": ""twitter.com/club_4058"", ""instagram"": ""instagram.com/club_1767""}"
C-305,2397,Lumwana Radiants,Zambia,Zambian Premier League,National Heroes Stadium,'4-2-4',High Press,90439000.0,36175600.0,"{""last_5_transfers"": [{""year"": 2020, ""player"": ""Player_277"", ""fee"": 1781751.2, ""type"": ""In""}, {""year"": 2019, ""player"": ""Player_270"", ""fee"": 2299418.13, ""type"": ""In""}, {""year"": 2020, ""player"": ""Player_231"", ""fee"": 3743503.25, ""type"": ""Out""}, {""year"": 2022, ""player"": ""Player_153"", ""fee"": 4427667.78, ""type"": ""Out""}, {""year"": 2021, ""player"": ""Player_840"", ""fee"": 3407953.16, ""type"": ""In""}], ""total_spend"": 1468989.29, ""total_income"": 1286641.37}",677346.6435074243,2 years,False,Young prospects,Established professionals,5.76,"{""kit_sponsor"": ""Puma"", ""main_sponsor"": ""Adidas"", ""value"": ""136436 TND"", ""duration"": ""3 years""}","{""facebook"": ""facebook.com/club_6872"", ""twitter"": ""twitter.com/club_2892"", ""instagram"": ""instagram.com/club_4241""}"
C-306,2366,Lusaka Dynamos,Zambia,Zambian Premier League,National Heroes Stadium,'3-6-1',Direct Play,23309000.0,9323600.0,"{""last_5_transfers"": [{""year"": 2021, ""player"": ""Player_993"", ""fee"": 188144.98, ""type"": ""Out""}, {""year"": 2024, ""player"": ""Player_955"", ""fee"": 3012809.09, ""type"": ""Out""}, {""year"": 2022, ""player"": ""Player_939"", ""fee"": 2024524.95, ""type"": ""In""}, {""year"": 2019, ""player"": ""Player_605"", ""fee"": 2701808.55, ""type"": ""In""}, {""year"": 2020, ""player"": ""Player_798"", ""fee"": 3068252.0, ""type"": ""In""}], ""total_spend"": 4757958.84, ""total_income"": 3641420.5}",436049.81426937634,2 years,False,Local talent,African talents,6.61,"{""kit_sponsor"": ""Macron"", ""main_sponsor"": ""Soci\u00e9t\u00e9 G\u00e9n\u00e9rale"", ""value"": ""655813 TND"", ""duration"": ""2 years""}","{""facebook"": ""facebook.com/club_2539"", ""twitter"": ""twitter.com/club_7610"", ""instagram"": ""instagram.com/club_6170""}"
C-307,2266,Lys Sassandra,Ivory Coast,Ligue 1,Stade Olympique Alassane Ouattara,'3-5-1-1',Attacking Overload,2535659000.0,1014263600.0,"{""last_5_transfers"": [{""year"": 2023, ""player"": ""Player_649"", ""fee"": 1636025.54, ""type"": ""Out""}, {""year"": 2024, ""player"": ""Player_355"", ""fee"": 799446.47, ""type"": ""In""}, {""year"": 2021, ""player"": ""Player_602"", ""fee"": 4289347.04, ""type"": ""In""}, {""year"": 2019, ""player"": ""Player_312"", ""fee"": 3403710.26, ""type"": ""Out""}, {""year"": 2023, ""player"": ""Player_818"", ""fee"": 2367718.22, ""type"": ""Out""}], ""total_spend"": 1979075.04, ""total_income"": 2366906.95}",118893.46603698628,2 years,True,Proven professionals,Under-23 talents,6.33,"{""kit_sponsor"": ""Joma"", ""main_sponsor"": ""Ooredoo"", ""value"": ""366593 TND"", ""duration"": ""2 years""}","{""facebook"": ""facebook.com/club_1472"", ""twitter"": ""twitter.com/club_7948"", ""instagram"": ""instagram.com/club_5606""}"
C-308,748,Maghreb Fes,Morocco,Botola 2,Stade Mohammed V,'4-3-2-1',Technical Dribbling,30543000.0,12217200.0,"{""last_5_transfers"": [{""year"": 2024, ""player"": ""Player_464"", ""fee"": 2594006.77, ""type"": ""Out""}, {""year"": 2021, ""player"": ""Player_416"", ""fee"": 4321259.35, ""type"": ""In""}, {""year"": 2020, ""player"": ""Player_665"", ""fee"": 2505028.26, ""type"": ""Out""}, {""year"": 2021, ""player"": ""Player_353"", ""fee"": 4252514.35, ""type"": ""Out""}, {""year"": 2021, ""player"": ""Player_314"", ""fee"": 2892691.4, ""type"": ""In""}], ""total_spend"": 2503487.36, ""total_income"": 3803395.21}",908879.001698721,2 years,False,International players,Under-23 talents,6.78,"{""kit_sponsor"": ""Local Brand"", ""main_sponsor"": ""Turkish Airlines"", ""value"": ""254206 TND"", ""duration"": ""4 years""}","{""facebook"": ""facebook.com/club_9025"", ""twitter"": ""twitter.com/club_3513"", ""instagram"": ""instagram.com/club_9519""}"
C-309,122,Mamelodi Sundowns FC,South Africa,Premier Soccer League,FNB Stadium,'4-1-4-1',Low Block Counter,18781000.0,7512400.0,"{""last_5_transfers"": [{""year"": 2024, ""player"": ""Player_988"", ""fee"": 3864103.81, ""type"": ""Out""}, {""year"": 2023, ""player"": ""Player_776"", ""fee"": 3467089.44, ""type"": ""In""}, {""year"": 2019, ""player"": ""Player_657"", ""fee"": 3565895.94, ""type"": ""In""}, {""year"": 2019, ""player"": ""Player_588"", ""fee"": 909011.74, ""type"": ""Out""}, {""year"": 2022, ""player"": ""Player_599"", ""fee"": 3687915.37, ""type"": ""Out""}], ""total_spend"": 8806992.28, ""total_income"": 7686600.9}",420626.872801661,2 years,True,Experienced players,Young talents,7.02,"{""kit_sponsor"": ""Kappa"", ""main_sponsor"": ""Turkish Airlines"", ""value"": ""407471 TND"", ""duration"": ""4 years""}","{""facebook"": ""facebook.com/club_7089"", ""twitter"": ""twitter.com/club_3348"", ""instagram"": ""instagram.com/club_4250""}"
C-310,1803,Manica Diamonds,Zimbabwe,Zimbabwe Premier Soccer League,National Sports Stadium,'4-1-3-2',Total Football,7156177000.0,2862470800.0,"{""last_5_transfers"": [{""year"": 2021, ""player"": ""Player_3"", ""fee"": 3615201.62, ""type"": ""Out""}, {""year"": 2024, ""player"": ""Player_880"", ""fee"": 817524.27, ""type"": ""Out""}, {""year"": 2021, ""player"": ""Player_533"", ""fee"": 1654709.68, ""type"": ""Out""}, {""year"": 2020, ""player"": ""Player_806"", ""fee"": 990275.92, ""type"": ""In""}, {""year"": 2020, ""player"": ""Player_885"", ""fee"": 1421894.24, ""type"": ""In""}], ""total_spend"": 4158783.31, ""total_income"": 1312134.12}",106402.48734901952,3 years,True,Proven professionals,African talents,9.17,"{""kit_sponsor"": ""Hummel"", ""main_sponsor"": ""TotalEnergies"", ""value"": ""234934 TND"", ""duration"": ""5 years""}","{""facebook"": ""facebook.com/club_2185"", ""twitter"": ""twitter.com/club_2161"", ""instagram"": ""instagram.com/club_7623""}"
C-311,1434,Maritzburg United,South Africa,National First Division,FNB Stadium,'3-3-3-1',North African Technical,86380000.0,34552000.0,"{""last_5_transfers"": [{""year"": 2022, ""player"": ""Player_725"", ""fee"": 2108143.18, ""type"": ""In""}, {""year"": 2024, ""player"": ""Player_425"", ""fee"": 539231.64, ""type"": ""In""}, {""year"": 2022, ""player"": ""Player_725"", ""fee"": 4308959.36, ""type"": ""In""}, {""year"": 2019, ""player"": ""Player_496"", ""fee"": 3288756.86, ""type"": ""Out""}, {""year"": 2022, ""player"": ""Player_345"", ""fee"": 774093.2, ""type"": ""In""}], ""total_spend"": 1795714.17, ""total_income"": 7894241.56}",653610.3233535265,3 years,False,Young prospects,African talents,5.79,"{""kit_sponsor"": ""Macron"", ""main_sponsor"": ""Adidas"", ""value"": ""326936 TND"", ""duration"": ""4 years""}","{""facebook"": ""facebook.com/club_5432"", ""twitter"": ""twitter.com/club_8914"", ""instagram"": ""instagram.com/club_6844""}"
