brand_id,brand_name,sponsorship_deals,product_types,location,annual_revenue,contact_email,phone_number,website
Br-466,Masita,Football Club,Sportswear,Egypt,$47.2B,contact@masita.com,699 639 947,https://www.masita.com
Br-467,Masita,Football Club,Sportswear,Tanzania,$38.1B,contact@masita.com,2 484 527 901,https://www.masita.com
Br-468,Nike,Football Club,Football Club,Tunisia,$25.6B,contact@nike.com,1 281 097 125,https://www.nike.com
Br-469,Nike,Basketball Team,Basketball,Ghana,$34.8B,contact@nike.com,872 954 378,https://www.nike.com
Br-470,Nike,Football Club,Sportswear,Algeria,$9.7B,contact@nike.com,344 237 894,https://www.nike.com
Br-471,Nike,National Team,Sportswear,Senegal,$35.0B,contact@nike.com,2 317 129 287,https://www.nike.com
Br-472,Nike,National Team,Footwear,Egypt,$18.7B,contact@nike.com,2 421 919 444,https://www.nike.com
Br-473,Nike,Football Club,Football Club,Kenya,$8.1B,contact@nike.com,1 417 374 015,https://www.nike.com
Br-474,Nike,Football Club,Footwear,Tanzania,$38.2B,contact@nike.com,2 476 425 659,https://www.nike.com
Br-475,Nike,National Team,Sportswear,Kenya,$42.0B,contact@nike.com,992 884 641,https://www.nike.com
Br-476,Nike,National Team,Football Club,South Africa,$20.5B,contact@nike.com,1 009 275 307,https://www.nike.com
Br-477,Nike,National Team,Football Club,Senegal,$18.7B,contact@nike.com,2 138 453 249,https://www.nike.com
Br-478,Nike,Basketball Team,National Team,Tunisia,$16.2B,contact@nike.com,223 752 655,https://www.nike.com
Br-479,Nike,Basketball Team,Football Club,Egypt,$34.8B,contact@nike.com,2 317 007 523,https://www.nike.com
Br-480,Nike,Football Club,National Team,Tunisia,$22.3B,contact@nike.com,1 955 354 615,https://www.nike.com
Br-481,Nike,Basketball Team,National Team,Kenya,$49.2B,contact@nike.com,1 796 558 606,https://www.nike.com
Br-482,Nike,National Team,National Team,South Africa,$33.4B,contact@nike.com,2 461 271 565,https://www.nike.com
Br-483,Nike,Basketball Team,Footwear,Algeria,$14.7B,contact@nike.com,289 663 898,https://www.nike.com
Br-484,Nike,National Team,Basketball,Egypt,$15.4B,contact@nike.com,917 833 711,https://www.nike.com
Br-485,Nike,National Team,Football Club,Algeria,$8.3B,contact@nike.com,2 467 466 246,https://www.nike.com
Br-486,Nike,Football Club,Basketball,Egypt,$43.4B,contact@nike.com,2 375 557 640,https://www.nike.com
Br-487,Nike,National Team,National Team,Algeria,$44.1B,contact@nike.com,468 881 165,https://www.nike.com
Br-488,Nike,Basketball Team,Sportswear,Tunisia,$22.8B,contact@nike.com,1 302 254 975,https://www.nike.com
Br-489,Nike,Football Club,Footwear,Tanzania,$47.2B,contact@nike.com,2 318 497 693,https://www.nike.com
Br-490,Nike,National Team,Football Club,Ghana,$18.4B,contact@nike.com,1 574 805 713,https://www.nike.com
Br-491,Nike,Basketball Team,Basketball,Ghana,$46.0B,contact@nike.com,1 966 745 634,https://www.nike.com
Br-492,Nike,Football Club,Basketball,South Africa,$38.1B,contact@nike.com,672 967 937,https://www.nike.com
Br-493,Nike,National Team,Sportswear,Zambia,$37.4B,contact@nike.com,1 235 053 477,https://www.nike.com
Br-494,Nike,National Team,National Team,South Africa,$24.0B,contact@nike.com,1 017 373 292,https://www.nike.com
Br-495,Nike,Football Club,Basketball,Uganda,$6.3B,contact@nike.com,263 734 155,https://www.nike.com
Br-496,Nike,Basketball Team,Basketball,Senegal,$21.4B,contact@nike.com,2 239 367 207,https://www.nike.com
Br-497,Nike,National Team,Footwear,South Africa,$21.8B,contact@nike.com,1 791 876 058,https://www.nike.com
Br-498,Nike,Basketball Team,Sportswear,Tunisia,$43.5B,contact@nike.com,539 787 026,https://www.nike.com
Br-499,Nike,Basketball Team,Footwear,South Africa,$31.1B,contact@nike.com,2 479 398 740,https://www.nike.com
Br-500,Nike,Football Club,Sportswear,Uganda,$13.5B,contact@nike.com,296 563 985,https://www.nike.com
Br-501,Nike,Football Club,Basketball,Tanzania,$5.2B,contact@nike.com,1 742 568 624,https://www.nike.com
Br-502,Nike,Football Club,Football Club,Egypt,$30.2B,contact@nike.com,1 554 621 377,https://www.nike.com
Br-503,Nike,Football Club,Footwear,Kenya,$5.3B,contact@nike.com,2 433 545 514,https://www.nike.com
Br-504,Nike,National Team,Basketball,Senegal,$22.8B,contact@nike.com,1 375 727 284,https://www.nike.com
Br-505,Nike,National Team,Footwear,Egypt,$24.4B,contact@nike.com,2 009 402 474,https://www.nike.com
Br-506,Nike,Basketball Team,Basketball,Kenya,$46.5B,contact@nike.com,941 334 880,https://www.nike.com
Br-507,Nike,National Team,Footwear,Senegal,$18.4B,contact@nike.com,208 564 761,https://www.nike.com
Br-508,Nike,Football Club,Basketball,Uganda,$42.4B,contact@nike.com,1 411 114 091,https://www.nike.com
Br-509,Nike,Football Club,National Team,Nigeria,$40.7B,contact@nike.com,2 121 692 467,https://www.nike.com
Br-510,Nike,Basketball Team,National Team,Senegal,$31.5B,contact@nike.com,2 064 562 244,https://www.nike.com
Br-511,Nike,Football Club,Sportswear,South Africa,$46.6B,contact@nike.com,1 222 354 958,https://www.nike.com
Br-512,Nike,Basketball Team,Football Club,South Africa,$22.6B,contact@nike.com,2 038 284 848,https://www.nike.com
Br-513,Nike,Football Club,National Team,Uganda,$47.0B,contact@nike.com,221 708 496,https://www.nike.com
Br-514,Nike,National Team,Football Club,South Africa,$42.9B,contact@nike.com,2 011 815 872,https://www.nike.com
Br-515,Nike,Basketball Team,Sportswear,Senegal,$15.9B,contact@nike.com,1 738 982 003,https://www.nike.com
Br-516,Nike,National Team,Basketball,Ghana,$7.9B,contact@nike.com,1 197 444 808,https://www.nike.com
Br-517,Nike,Basketball Team,Basketball,Tanzania,$13.0B,contact@nike.com,1 255 659 741,https://www.nike.com
Br-518,Nike,National Team,National Team,Uganda,$48.6B,contact@nike.com,576 094 569,https://www.nike.com
Br-519,Nike,Basketball Team,Basketball,Zambia,$48.0B,contact@nike.com,934 005 788,https://www.nike.com
Br-520,Nike,Football Club,Football Club,Tanzania,$30.6B,contact@nike.com,2 175 796 471,https://www.nike.com
Br-521,Nike,Football Club,National Team,Egypt,$24.4B,contact@nike.com,2 194 115 692,https://www.nike.com
Br-522,Puma,Basketball Team,Sportswear,Ghana,$21.5B,contact@puma.com,2 148 908 480,https://www.puma.com
Br-523,Puma,Football Club,National Team,Tunisia,$19.9B,contact@puma.com,633 717 830,https://www.puma.com
Br-524,Puma,Basketball Team,Footwear,Zambia,$22.8B,contact@puma.com,2 416 829 193,https://www.puma.com
Br-525,Puma,National Team,Football Club,Nigeria,$9.5B,contact@puma.com,1 244 325 090,https://www.puma.com
Br-526,Puma,National Team,Footwear,Zambia,$36.7B,contact@puma.com,1 711 962 531,https://www.puma.com
Br-527,Puma,National Team,Football Club,South Africa,$48.2B,contact@puma.com,533 121 744,https://www.puma.com
Br-528,Puma,Basketball Team,Basketball,Nigeria,$34.8B,contact@puma.com,1 791 627 879,https://www.puma.com
Br-529,Puma,National Team,Basketball,Tanzania,$44.1B,contact@puma.com,317 307 694,https://www.puma.com
Br-530,Puma,Basketball Team,Football Club,Algeria,$25.1B,contact@puma.com,483 983 989,https://www.puma.com
Br-531,Puma,Basketball Team,National Team,Kenya,$16.4B,contact@puma.com,1 916 626 887,https://www.puma.com
Br-532,Puma,Basketball Team,National Team,Senegal,$49.1B,contact@puma.com,1 835 184 719,https://www.puma.com
Br-533,Puma,Football Club,Basketball,Uganda,$23.7B,contact@puma.com,524 862 098,https://www.puma.com
Br-534,Puma,Football Club,Football Club,Zambia,$43.6B,contact@puma.com,2 111 004 228,https://www.puma.com
Br-535,Puma,Basketball Team,Basketball,Tanzania,$9.1B,contact@puma.com,1 601 843 525,https://www.puma.com
Br-536,Puma,Basketball Team,Sportswear,Ghana,$38.9B,contact@puma.com,2 019 277 088,https://www.puma.com
Br-537,Puma,Basketball Team,Sportswear,Tunisia,$48.4B,contact@puma.com,1 498 927 797,https://www.puma.com
Br-538,Puma,Football Club,National Team,Uganda,$49.9B,contact@puma.com,1 733 235 739,https://www.puma.com
Br-539,Puma,Basketball Team,Footwear,Uganda,$25.8B,contact@puma.com,877 119 182,https://www.puma.com
Br-540,Puma,Basketball Team,Football Club,Uganda,$41.9B,contact@puma.com,1 177 599 837,https://www.puma.com
Br-541,Puma,Basketball Team,Basketball,Senegal,$24.2B,contact@puma.com,577 442 858,https://www.puma.com
Br-542,Puma,Football Club,Footwear,Kenya,$12.5B,contact@puma.com,451 879 307,https://www.puma.com
Br-543,Puma,National Team,Basketball,South Africa,$12.8B,contact@puma.com,2 269 115 130,https://www.puma.com
Br-544,Puma,Football Club,Sportswear,Ghana,$44.6B,contact@puma.com,1 568 878 983,https://www.puma.com
Br-545,Puma,Football Club,Basketball,Kenya,$41.5B,contact@puma.com,1 834 552 182,https://www.puma.com
Br-546,Puma,Basketball Team,Footwear,Egypt,$29.7B,contact@puma.com,1 766 661 003,https://www.puma.com
Br-547,Puma,Basketball Team,Football Club,Uganda,$6.6B,contact@puma.com,1 488 032 902,https://www.puma.com
Br-548,Puma,National Team,National Team,South Africa,$19.2B,contact@puma.com,628 168 422,https://www.puma.com
Br-549,Puma,National Team,Footwear,Nigeria,$28.1B,contact@puma.com,382 048 685,https://www.puma.com
Br-550,Puma,Basketball Team,Basketball,Tunisia,$23.4B,contact@puma.com,2 474 187 804,https://www.puma.com
Br-551,Puma,Basketball Team,Sportswear,Algeria,$39.2B,contact@puma.com,649 946 233,https://www.puma.com
Br-552,Puma,Basketball Team,Sportswear,Egypt,$25.5B,contact@puma.com,2 054 577 954,https://www.puma.com
Br-553,Puma,National Team,National Team,Nigeria,$8.9B,contact@puma.com,793 239 794,https://www.puma.com
Br-554,Puma,Football Club,Football Club,Uganda,$29.0B,contact@puma.com,511 093 363,https://www.puma.com
Br-555,Puma,Basketball Team,Football Club,Egypt,$32.8B,contact@puma.com,2 519 818 862,https://www.puma.com
Br-556,Puma,Football Club,National Team,Senegal,$16.8B,contact@puma.com,1 065 374 691,https://www.puma.com
Br-557,Puma,Football Club,Footwear,Algeria,$42.0B,contact@puma.com,2 123 366 635,https://www.puma.com
Br-558,Puma,Basketball Team,Football Club,Senegal,$46.8B,contact@puma.com,627 399 366,https://www.puma.com
Br-559,Puma,Basketball Team,Football Club,Kenya,$39.0B,contact@puma.com,928 216 427,https://www.puma.com
Br-560,Puma,Football Club,Basketball,Nigeria,$16.8B,contact@puma.com,2 193 721 147,https://www.puma.com
Br-561,Puma,Basketball Team,Basketball,Uganda,$10.8B,contact@puma.com,1 236 413 720,https://www.puma.com
Br-562,Puma,Basketball Team,Football Club,Uganda,$9.1B,contact@puma.com,1 329 342 104,https://www.puma.com
Br-563,Puma,National Team,Footwear,Uganda,$11.5B,contact@puma.com,793 712 245,https://www.puma.com
Br-564,Puma,National Team,Footwear,Algeria,$28.4B,contact@puma.com,2 542 151 066,https://www.puma.com
Br-565,Puma,Basketball Team,Sportswear,South Africa,$8.5B,contact@puma.com,1 871 426 381,https://www.puma.com
Br-566,Puma,National Team,Footwear,Algeria,$25.1B,contact@puma.com,1 867 273 521,https://www.puma.com
Br-567,Puma,Football Club,Basketball,Tanzania,$45.4B,contact@puma.com,2 532 501 249,https://www.puma.com
Br-568,Puma,National Team,National Team,Egypt,$29.8B,contact@puma.com,2 206 716 934,https://www.puma.com
Br-569,Puma,Basketball Team,National Team,Senegal,$25.6B,contact@puma.com,2 158 863 628,https://www.puma.com
Br-570,Puma,Basketball Team,Sportswear,Algeria,$41.6B,contact@puma.com,1 358 168 142,https://www.puma.com
Br-571,Puma,Football Club,Footwear,Kenya,$17.2B,contact@puma.com,455 224 513,https://www.puma.com
Br-572,Puma,Basketball Team,Footwear,South Africa,$15.8B,contact@puma.com,2 384 262 126,https://www.puma.com
Br-573,Puma,National Team,National Team,Egypt,$26.4B,contact@puma.com,2 175 393 246,https://www.puma.com
Br-574,Puma,Football Club,Basketball,South Africa,$47.7B,contact@puma.com,1 011 978 402,https://www.puma.com
Br-575,Puma,Football Club,Sportswear,Ghana,$43.0B,contact@puma.com,764 771 907,https://www.puma.com
Br-576,Puma,Football Club,Footwear,South Africa,$26.2B,contact@puma.com,381 156 593,https://www.puma.com
Br-577,Puma,National Team,Sportswear,Tanzania,$17.9B,contact@puma.com,1 453 814 309,https://www.puma.com
Br-578,Puma,Basketball Team,Sportswear,Kenya,$28.2B,contact@puma.com,1 383 694 652,https://www.puma.com
Br-579,Puma,Football Club,Footwear,South Africa,$25.3B,contact@puma.com,1 594 711 128,https://www.puma.com
Br-580,Puma,Football Club,Footwear,Uganda,$34.1B,contact@puma.com,1 372 774 425,https://www.puma.com
Br-581,Puma,Basketball Team,Sportswear,Egypt,$37.4B,contact@puma.com,2 281 283 507,https://www.puma.com
Br-582,Puma,National Team,Football Club,Tunisia,$6.5B,contact@puma.com,737 284 419,https://www.puma.com
Br-583,Puma,National Team,National Team,Nigeria,$47.8B,contact@puma.com,1 308 931 549,https://www.puma.com
Br-584,Puma,National Team,Football Club,Algeria,$15.7B,contact@puma.com,1 524 671 353,https://www.puma.com
Br-585,Puma,National Team,Sportswear,Kenya,$26.5B,contact@puma.com,2 174 339 126,https://www.puma.com
Br-586,Puma,Basketball Team,National Team,Tunisia,$25.8B,contact@puma.com,2 236 221 986,https://www.puma.com
Br-587,Puma,National Team,Football Club,South Africa,$16.3B,contact@puma.com,646 229 561,https://www.puma.com
Br-588,Puma,Basketball Team,Sportswear,Tanzania,$24.4B,contact@puma.com,888 841 315,https://www.puma.com
Br-589,Puma,National Team,Basketball,Tanzania,$29.8B,contact@puma.com,1 381 013 227,https://www.puma.com
Br-590,Puma,National Team,Footwear,Ghana,$8.4B,contact@puma.com,1 697 768 852,https://www.puma.com
Br-591,Puma,National Team,Footwear,Tunisia,$39.0B,contact@puma.com,1 939 026 075,https://www.puma.com
Br-592,Puma,Football Club,Sportswear,Egypt,$32.2B,contact@puma.com,2 518 669 176,https://www.puma.com
Br-593,Puma,National Team,Basketball,Senegal,$15.1B,contact@puma.com,1 859 038 612,https://www.puma.com
Br-594,Puma,National Team,Sportswear,Algeria,$36.5B,contact@puma.com,1 219 501 750,https://www.puma.com
Br-595,Puma,Football Club,Football Club,South Africa,$12.5B,contact@puma.com,2 396 395 570,https://www.puma.com
Br-596,Puma,Football Club,Basketball,Uganda,$38.5B,contact@puma.com,2 337 194 965,https://www.puma.com
Br-597,Puma,Basketball Team,Basketball,Tanzania,$18.2B,contact@puma.com,773 421 241,https://www.puma.com
Br-598,Puma,National Team,Footwear,Senegal,$11.4B,contact@puma.com,2 202 979 632,https://www.puma.com
Br-599,Puma,Basketball Team,Sportswear,Nigeria,$47.9B,contact@puma.com,1 275 487 810,https://www.puma.com
Br-600,Puma,National Team,National Team,South Africa,$11.8B,contact@puma.com,1 638 513 143,https://www.puma.com
